,Academic Year,Full-time,Level of study,Institution,Program Length,Sex,Students
803,2014,False,Undergraduate,The Education University of Hong Kong,1,Male,38
804,2014,False,Undergraduate,The Education University of Hong Kong,2,Female,462
805,2014,False,Undergraduate,The Education University of Hong Kong,2,Male,50
806,2014,False,Undergraduate,The Education University of Hong Kong,3,Female,430
807,2014,False,Undergraduate,The Education University of Hong Kong,3,Male,56
808,2014,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Female,284
809,2014,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Male,392
810,2014,False,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Female,@
811,2014,True,Sub-degree,The Hong Kong Polytechnic University,1,Female,641
812,2014,True,Sub-degree,The Hong Kong Polytechnic University,1,Male,834
813,2014,True,Sub-degree,The Hong Kong Polytechnic University,2,Female,862
814,2014,True,Sub-degree,The Hong Kong Polytechnic University,2,Male,636
815,2014,True,Sub-degree,The Hong Kong Polytechnic University,3,Female,107
816,2014,True,Sub-degree,The Hong Kong Polytechnic University,3,Male,57
817,2014,False,Sub-degree,The Hong Kong Polytechnic University,1,Female,11
818,2014,False,Sub-degree,The Hong Kong Polytechnic University,1,Male,11
819,2014,False,Sub-degree,The Hong Kong Polytechnic University,2,Female,92
820,2014,False,Sub-degree,The Hong Kong Polytechnic University,2,Male,31
821,2014,False,Sub-degree,The Hong Kong Polytechnic University,3,Female,40
822,2014,False,Sub-degree,The Hong Kong Polytechnic University,3,Male,19
823,2014,False,Sub-degree,The Hong Kong Polytechnic University,4,Female,5
824,2014,False,Sub-degree,The Hong Kong Polytechnic University,4,Male,5
825,2014,True,Taught postgraduate,The Hong Kong Polytechnic University,1,Female,10
826,2014,True,Taught postgraduate,The Hong Kong Polytechnic University,1,Male,5
827,2014,True,Undergraduate,The Hong Kong Polytechnic University,1,Female,1375
828,2014,True,Undergraduate,The Hong Kong Polytechnic University,1,Male,1366
829,2014,True,Undergraduate,The Hong Kong Polytechnic University,2,Female,3450
830,2014,True,Undergraduate,The Hong Kong Polytechnic University,2,Male,2959
831,2014,True,Undergraduate,The Hong Kong Polytechnic University,3,Female,1822
832,2014,True,Undergraduate,The Hong Kong Polytechnic University,3,Male,1890
833,2014,True,Undergraduate,The Hong Kong Polytechnic University,4,Female,162
834,2014,True,Undergraduate,The Hong Kong Polytechnic University,4,Male,127
835,2014,True,Undergraduate,The Hong Kong Polytechnic University,work placement,Female,39
836,2014,True,Undergraduate,The Hong Kong Polytechnic University,work placement,Male,59
837,2014,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Female,393
838,2014,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Male,957
839,2014,False,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Female,@
840,2014,False,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Male,@
841,2014,True,Undergraduate,The Hong Kong University of Science and Technology,1,Female,848
842,2014,True,Undergraduate,The Hong Kong University of Science and Technology,1,Male,1388
843,2014,True,Undergraduate,The Hong Kong University of Science and Technology,2,Female,1628
844,2014,True,Undergraduate,The Hong Kong University of Science and Technology,2,Male,2643
845,2014,True,Undergraduate,The Hong Kong University of Science and Technology,3,Female,791
846,2014,True,Undergraduate,The Hong Kong University of Science and Technology,3,Male,1477
847,2014,True,Undergraduate,The Hong Kong University of Science and Technology,4,Female,5
848,2014,True,Undergraduate,The Hong Kong University of Science and Technology,4,Male,14
849,2014,True,Research postgraduate,The University of Hong Kong,Postgrad,Female,1059
850,2014,True,Research postgraduate,The University of Hong Kong,Postgrad,Male,1053
851,2014,False,Research postgraduate,The University of Hong Kong,Postgrad,Female,27
852,2014,False,Research postgraduate,The University of Hong Kong,Postgrad,Male,26
853,2014,True,Taught postgraduate,The University of Hong Kong,1,Female,223
854,2014,True,Taught postgraduate,The University of Hong Kong,1,Male,143
855,2014,True,Taught postgraduate,The University of Hong Kong,2,Female,95
856,2014,True,Taught postgraduate,The University of Hong Kong,2,Male,62
857,2014,False,Taught postgraduate,The University of Hong Kong,1,Female,148
858,2014,False,Taught postgraduate,The University of Hong Kong,1,Male,89
859,2014,False,Taught postgraduate,The University of Hong Kong,2,Female,152
860,2014,False,Taught postgraduate,The University of Hong Kong,2,Male,90
861,2014,True,Undergraduate,The University of Hong Kong,1,Female,1822
862,2014,True,Undergraduate,The University of Hong Kong,1,Male,1611
863,2014,True,Undergraduate,The University of Hong Kong,2,Female,3516
864,2014,True,Undergraduate,The University of Hong Kong,2,Male,3105
865,2014,True,Undergraduate,The University of Hong Kong,3,Female,1795
866,2014,True,Undergraduate,The University of Hong Kong,3,Male,1910
867,2014,True,Undergraduate,The University of Hong Kong,4,Female,493
868,2014,True,Undergraduate,The University of Hong Kong,4,Male,243
869,2014,True,Undergraduate,The University of Hong Kong,5,Female,98
870,2014,True,Undergraduate,The University of Hong Kong,5,Male,128
871,2015,True,Research postgraduate,City University of Hong Kong,Postgrad,Female,273
872,2015,True,Research postgraduate,City University of Hong Kong,Postgrad,Male,468
873,2015,True,Sub-degree,City University of Hong Kong,1,Female,129
874,2015,True,Sub-degree,City University of Hong Kong,1,Male,357
875,2015,True,Sub-degree,City University of Hong Kong,2,Female,130
876,2015,True,Sub-degree,City University of Hong Kong,2,Male,287
877,2015,True,Taught postgraduate,City University of Hong Kong,1,Female,22
878,2015,True,Taught postgraduate,City University of Hong Kong,1,Male,31
879,2015,True,Undergraduate,City University of Hong Kong,1,Female,1159
880,2015,True,Undergraduate,City University of Hong Kong,1,Male,929
881,2015,True,Undergraduate,City University of Hong Kong,2,Female,1310
882,2015,True,Undergraduate,City University of Hong Kong,2,Male,1057
883,2015,True,Undergraduate,City University of Hong Kong,3,Female,3394
884,2015,True,Undergraduate,City University of Hong Kong,3,Male,3170
885,2015,True,Undergraduate,City University of Hong Kong,4,Female,613
886,2015,True,Undergraduate,City University of Hong Kong,4,Male,396
887,2015,True,Research postgraduate,Hong Kong Baptist University,Postgrad,Female,117
888,2015,True,Research postgraduate,Hong Kong Baptist University,Postgrad,Male,151
889,2015,True,Taught postgraduate,Hong Kong Baptist University,1,Female,@
890,2015,True,Taught postgraduate,Hong Kong Baptist University,1,Male,6
891,2015,False,Taught postgraduate,Hong Kong Baptist University,1,Female,124
892,2015,False,Taught postgraduate,Hong Kong Baptist University,1,Male,109
893,2015,False,Taught postgraduate,Hong Kong Baptist University,2,Female,100
894,2015,False,Taught postgraduate,Hong Kong Baptist University,2,Male,98
895,2015,True,Undergraduate,Hong Kong Baptist University,1,Female,967
896,2015,True,Undergraduate,Hong Kong Baptist University,1,Male,535
897,2015,True,Undergraduate,Hong Kong Baptist University,2,Female,987
898,2015,True,Undergraduate,Hong Kong Baptist University,2,Male,469
899,2015,True,Undergraduate,Hong Kong Baptist University,3,Female,2096
900,2015,True,Undergraduate,Hong Kong Baptist University,3,Male,1247
901,2015,True,Undergraduate,Hong Kong Baptist University,4,Female,38
902,2015,True,Undergraduate,Hong Kong Baptist University,4,Male,41
903,2015,True,Undergraduate,Hong Kong Baptist University,5,Female,17
904,2015,True,Undergraduate,Hong Kong Baptist University,5,Male,16
905,2015,True,Undergraduate,Hong Kong Baptist University,work placement,Female,42
906,2015,True,Undergraduate,Hong Kong Baptist University,work placement,Male,10
907,2015,True,Research postgraduate,Lingnan University,Postgrad,Female,41
908,2015,True,Research postgraduate,Lingnan University,Postgrad,Male,40
909,2015,False,Research postgraduate,Lingnan University,Postgrad,Female,@
910,2015,True,Undergraduate,Lingnan University,1,Female,411
911,2015,True,Undergraduate,Lingnan University,1,Male,228
912,2015,True,Undergraduate,Lingnan University,2,Female,438
913,2015,True,Undergraduate,Lingnan University,2,Male,193
914,2015,True,Undergraduate,Lingnan University,3,Female,900
915,2015,True,Undergraduate,Lingnan University,3,Male,362
916,2015,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Female,782
917,2015,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Male,1042
918,2015,False,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Female,@
919,2015,True,Taught postgraduate,The Chinese University of Hong Kong,1,Female,201
920,2015,True,Taught postgraduate,The Chinese University of Hong Kong,1,Male,102
921,2015,True,Taught postgraduate,The Chinese University of Hong Kong,2,Female,40
922,2015,True,Taught postgraduate,The Chinese University of Hong Kong,2,Male,24
923,2015,False,Taught postgraduate,The Chinese University of Hong Kong,1,Female,209
924,2015,False,Taught postgraduate,The Chinese University of Hong Kong,1,Male,158
925,2015,False,Taught postgraduate,The Chinese University of Hong Kong,2,Female,211
926,2015,False,Taught postgraduate,The Chinese University of Hong Kong,2,Male,157
927,2015,True,Undergraduate,The Chinese University of Hong Kong,1,Female,2096
928,2015,True,Undergraduate,The Chinese University of Hong Kong,1,Male,1948
929,2015,True,Undergraduate,The Chinese University of Hong Kong,2,Female,1907
930,2015,True,Undergraduate,The Chinese University of Hong Kong,2,Male,1809
931,2015,True,Undergraduate,The Chinese University of Hong Kong,3,Female,4024
932,2015,True,Undergraduate,The Chinese University of Hong Kong,3,Male,3249
933,2015,True,Undergraduate,The Chinese University of Hong Kong,4,Female,608
934,2015,True,Undergraduate,The Chinese University of Hong Kong,4,Male,363
935,2015,True,Undergraduate,The Chinese University of Hong Kong,5,Female,114
936,2015,True,Undergraduate,The Chinese University of Hong Kong,5,Male,88
937,2015,True,Undergraduate,The Chinese University of Hong Kong,6,Female,@
938,2015,True,Undergraduate,The Chinese University of Hong Kong,work placement,Female,67
939,2015,True,Undergraduate,The Chinese University of Hong Kong,work placement,Male,105
940,2015,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Female,15
941,2015,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Male,14
942,2015,True,Sub-degree,The Education University of Hong Kong,1,Female,265
943,2015,True,Sub-degree,The Education University of Hong Kong,1,Male,9
944,2015,True,Sub-degree,The Education University of Hong Kong,2,Female,212
945,2015,True,Sub-degree,The Education University of Hong Kong,2,Male,7
946,2015,True,Sub-degree,The Education University of Hong Kong,3,Female,@
947,2015,False,Sub-degree,The Education University of Hong Kong,1,Female,36
948,2015,False,Sub-degree,The Education University of Hong Kong,2,Female,55
949,2015,False,Sub-degree,The Education University of Hong Kong,2,Male,@
950,2015,False,Sub-degree,The Education University of Hong Kong,short programme,Female,790
951,2015,False,Sub-degree,The Education University of Hong Kong,short programme,Male,425
952,2015,True,Taught postgraduate,The Education University of Hong Kong,1,Female,113
953,2015,True,Taught postgraduate,The Education University of Hong Kong,1,Male,46
954,2015,False,Taught postgraduate,The Education University of Hong Kong,1,Female,268
955,2015,False,Taught postgraduate,The Education University of Hong Kong,1,Male,127
956,2015,False,Taught postgraduate,The Education University of Hong Kong,2,Female,216
957,2015,False,Taught postgraduate,The Education University of Hong Kong,2,Male,119
958,2015,True,Undergraduate,The Education University of Hong Kong,1,Female,534
959,2015,True,Undergraduate,The Education University of Hong Kong,1,Male,216
960,2015,True,Undergraduate,The Education University of Hong Kong,2,Female,547
961,2015,True,Undergraduate,The Education University of Hong Kong,2,Male,168
962,2015,True,Undergraduate,The Education University of Hong Kong,3,Female,1171
963,2015,True,Undergraduate,The Education University of Hong Kong,3,Male,383
964,2015,True,Undergraduate,The Education University of Hong Kong,4,Female,530
965,2015,True,Undergraduate,The Education University of Hong Kong,4,Male,176
966,2015,False,Undergraduate,The Education University of Hong Kong,1,Female,528
967,2015,False,Undergraduate,The Education University of Hong Kong,1,Male,39
968,2015,False,Undergraduate,The Education University of Hong Kong,2,Female,418
969,2015,False,Undergraduate,The Education University of Hong Kong,2,Male,38
970,2015,False,Undergraduate,The Education University of Hong Kong,3,Female,471
971,2015,False,Undergraduate,The Education University of Hong Kong,3,Male,51
972,2015,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Female,280
973,2015,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Male,414
974,2015,True,Sub-degree,The Hong Kong Polytechnic University,1,Female,541
975,2015,True,Sub-degree,The Hong Kong Polytechnic University,1,Male,746
976,2015,True,Sub-degree,The Hong Kong Polytechnic University,2,Female,585
977,2015,True,Sub-degree,The Hong Kong Polytechnic University,2,Male,577
978,2015,True,Sub-degree,The Hong Kong Polytechnic University,3,Female,117
979,2015,True,Sub-degree,The Hong Kong Polytechnic University,3,Male,32
980,2015,False,Sub-degree,The Hong Kong Polytechnic University,1,Female,10
981,2015,False,Sub-degree,The Hong Kong Polytechnic University,1,Male,@
982,2015,False,Sub-degree,The Hong Kong Polytechnic University,2,Female,15
983,2015,False,Sub-degree,The Hong Kong Polytechnic University,2,Male,7
984,2015,False,Sub-degree,The Hong Kong Polytechnic University,3,Female,49
985,2015,False,Sub-degree,The Hong Kong Polytechnic University,3,Male,17
986,2015,True,Taught postgraduate,The Hong Kong Polytechnic University,2,Female,10
987,2015,True,Taught postgraduate,The Hong Kong Polytechnic University,2,Male,5
988,2015,True,Undergraduate,The Hong Kong Polytechnic University,1,Female,1409
989,2015,True,Undergraduate,The Hong Kong Polytechnic University,1,Male,1376
990,2015,True,Undergraduate,The Hong Kong Polytechnic University,2,Female,1405
991,2015,True,Undergraduate,The Hong Kong Polytechnic University,2,Male,1390
992,2015,True,Undergraduate,The Hong Kong Polytechnic University,3,Female,4294
993,2015,True,Undergraduate,The Hong Kong Polytechnic University,3,Male,3590
994,2015,True,Undergraduate,The Hong Kong Polytechnic University,4,Female,202
995,2015,True,Undergraduate,The Hong Kong Polytechnic University,4,Male,172
996,2015,True,Undergraduate,The Hong Kong Polytechnic University,work placement,Female,29
997,2015,True,Undergraduate,The Hong Kong Polytechnic University,work placement,Male,87
998,2015,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Female,422
999,2015,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Male,932
1000,2015,True,Undergraduate,The Hong Kong University of Science and Technology,1,Female,849
1001,2015,True,Undergraduate,The Hong Kong University of Science and Technology,1,Male,1333
1002,2015,True,Undergraduate,The Hong Kong University of Science and Technology,2,Female,844
1003,2015,True,Undergraduate,The Hong Kong University of Science and Technology,2,Male,1399
1004,2015,True,Undergraduate,The Hong Kong University of Science and Technology,3,Female,1654
1005,2015,True,Undergraduate,The Hong Kong University of Science and Technology,3,Male,2779
1006,2015,True,Undergraduate,The Hong Kong University of Science and Technology,4,Female,@
1007,2015,True,Undergraduate,The Hong Kong University of Science and Technology,4,Male,13
1008,2015,True,Research postgraduate,The University of Hong Kong,Postgrad,Female,1020
1009,2015,True,Research postgraduate,The University of Hong Kong,Postgrad,Male,1086
1010,2015,False,Research postgraduate,The University of Hong Kong,Postgrad,Female,9
1011,2015,False,Research postgraduate,The University of Hong Kong,Postgrad,Male,10
1012,2015,True,Taught postgraduate,The University of Hong Kong,1,Female,252
1013,2015,True,Taught postgraduate,The University of Hong Kong,1,Male,161
1014,2015,True,Taught postgraduate,The University of Hong Kong,2,Female,59
1015,2015,True,Taught postgraduate,The University of Hong Kong,2,Male,48
1016,2015,False,Taught postgraduate,The University of Hong Kong,1,Female,134
1017,2015,False,Taught postgraduate,The University of Hong Kong,1,Male,96
1018,2015,False,Taught postgraduate,The University of Hong Kong,2,Female,143
1019,2015,False,Taught postgraduate,The University of Hong Kong,2,Male,82
1020,2015,True,Undergraduate,The University of Hong Kong,1,Female,1928
1021,2015,True,Undergraduate,The University of Hong Kong,1,Male,1738
1022,2015,True,Undergraduate,The University of Hong Kong,2,Female,1805
1023,2015,True,Undergraduate,The University of Hong Kong,2,Male,1587
1024,2015,True,Undergraduate,The University of Hong Kong,3,Female,3835
1025,2015,True,Undergraduate,The University of Hong Kong,3,Male,3505
1026,2015,True,Undergraduate,The University of Hong Kong,4,Female,469
1027,2015,True,Undergraduate,The University of Hong Kong,4,Male,307
1028,2015,True,Undergraduate,The University of Hong Kong,5,Female,122
1029,2015,True,Undergraduate,The University of Hong Kong,5,Male,115
1030,2016,True,Research postgraduate,City University of Hong Kong,Postgrad,Female,284
1031,2016,True,Research postgraduate,City University of Hong Kong,Postgrad,Male,523
1032,2016,False,Research postgraduate,City University of Hong Kong,Postgrad,Female,@
1033,2016,True,Sub-degree,City University of Hong Kong,1,Female,128
1034,2016,True,Sub-degree,City University of Hong Kong,1,Male,373
1035,2016,True,Sub-degree,City University of Hong Kong,2,Female,117
1036,2016,True,Sub-degree,City University of Hong Kong,2,Male,295
1037,2016,True,Taught postgraduate,City University of Hong Kong,1,Female,28
1038,2016,True,Taught postgraduate,City University of Hong Kong,1,Male,25
1039,2016,True,Undergraduate,City University of Hong Kong,1,Female,1133
1040,2016,True,Undergraduate,City University of Hong Kong,1,Male,990
1041,2016,True,Undergraduate,City University of Hong Kong,2,Female,1269
1042,2016,True,Undergraduate,City University of Hong Kong,2,Male,1056
1043,2016,True,Undergraduate,City University of Hong Kong,3,Female,2118
1044,2016,True,Undergraduate,City University of Hong Kong,3,Male,1866
1045,2016,True,Undergraduate,City University of Hong Kong,4,Female,2307
1046,2016,True,Undergraduate,City University of Hong Kong,4,Male,1684
1047,2016,True,Research postgraduate,Hong Kong Baptist University,Postgrad,Female,134
1048,2016,True,Research postgraduate,Hong Kong Baptist University,Postgrad,Male,143
1049,2016,True,Taught postgraduate,Hong Kong Baptist University,1,Female,6
1050,2016,True,Taught postgraduate,Hong Kong Baptist University,1,Male,7
1051,2016,False,Taught postgraduate,Hong Kong Baptist University,1,Female,116
1052,2016,False,Taught postgraduate,Hong Kong Baptist University,1,Male,99
1053,2016,False,Taught postgraduate,Hong Kong Baptist University,2,Female,108
1054,2016,False,Taught postgraduate,Hong Kong Baptist University,2,Male,104
1055,2016,True,Undergraduate,Hong Kong Baptist University,1,Female,1003
1056,2016,True,Undergraduate,Hong Kong Baptist University,1,Male,478
1057,2016,True,Undergraduate,Hong Kong Baptist University,2,Female,957
1058,2016,True,Undergraduate,Hong Kong Baptist University,2,Male,530
1059,2016,True,Undergraduate,Hong Kong Baptist University,3,Female,1262
1060,2016,True,Undergraduate,Hong Kong Baptist University,3,Male,688
1061,2016,True,Undergraduate,Hong Kong Baptist University,4,Female,1135
1062,2016,True,Undergraduate,Hong Kong Baptist University,4,Male,573
1063,2016,True,Undergraduate,Hong Kong Baptist University,5,Female,10
1064,2016,True,Undergraduate,Hong Kong Baptist University,5,Male,19
1065,2016,True,Undergraduate,Hong Kong Baptist University,work placement,Female,27
1066,2016,True,Undergraduate,Hong Kong Baptist University,work placement,Male,@
1067,2016,True,Research postgraduate,Lingnan University,Postgrad,Female,40
1068,2016,True,Research postgraduate,Lingnan University,Postgrad,Male,36
1069,2016,True,Undergraduate,Lingnan University,1,Female,411
1070,2016,True,Undergraduate,Lingnan University,1,Male,215
1071,2016,True,Undergraduate,Lingnan University,2,Female,396
1072,2016,True,Undergraduate,Lingnan University,2,Male,202
1073,2016,True,Undergraduate,Lingnan University,3,Female,560
1074,2016,True,Undergraduate,Lingnan University,3,Male,291
1075,2016,True,Undergraduate,Lingnan University,4,Female,351
1076,2016,True,Undergraduate,Lingnan University,4,Male,106
1077,2016,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Female,871
1078,2016,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Male,1105
1079,2016,True,Taught postgraduate,The Chinese University of Hong Kong,1,Female,220
1080,2016,True,Taught postgraduate,The Chinese University of Hong Kong,1,Male,84
1081,2016,True,Taught postgraduate,The Chinese University of Hong Kong,2,Female,38
1082,2016,True,Taught postgraduate,The Chinese University of Hong Kong,2,Male,22
1083,2016,False,Taught postgraduate,The Chinese University of Hong Kong,1,Female,168
1084,2016,False,Taught postgraduate,The Chinese University of Hong Kong,1,Male,149
1085,2016,False,Taught postgraduate,The Chinese University of Hong Kong,2,Female,201
1086,2016,False,Taught postgraduate,The Chinese University of Hong Kong,2,Male,155
1087,2016,True,Undergraduate,The Chinese University of Hong Kong,1,Female,2191
1088,2016,True,Undergraduate,The Chinese University of Hong Kong,1,Male,1897
1089,2016,True,Undergraduate,The Chinese University of Hong Kong,2,Female,1646
1090,2016,True,Undergraduate,The Chinese University of Hong Kong,2,Male,1595
1091,2016,True,Undergraduate,The Chinese University of Hong Kong,3,Female,2708
1092,2016,True,Undergraduate,The Chinese University of Hong Kong,3,Male,2339
1093,2016,True,Undergraduate,The Chinese University of Hong Kong,4,Female,2260
1094,2016,True,Undergraduate,The Chinese University of Hong Kong,4,Male,1517
1095,2016,True,Undergraduate,The Chinese University of Hong Kong,5,Female,105
1096,2016,True,Undergraduate,The Chinese University of Hong Kong,5,Male,102
1097,2016,True,Undergraduate,The Chinese University of Hong Kong,6,Female,@
1098,2016,True,Undergraduate,The Chinese University of Hong Kong,work placement,Female,78
1099,2016,True,Undergraduate,The Chinese University of Hong Kong,work placement,Male,147
1100,2016,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Female,23
1101,2016,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Male,15
1102,2016,True,Sub-degree,The Education University of Hong Kong,1,Female,317
1103,2016,True,Sub-degree,The Education University of Hong Kong,1,Male,10
1104,2016,True,Sub-degree,The Education University of Hong Kong,2,Female,260
1105,2016,True,Sub-degree,The Education University of Hong Kong,2,Male,9
1106,2016,False,Sub-degree,The Education University of Hong Kong,1,Female,25
1107,2016,False,Sub-degree,The Education University of Hong Kong,2,Female,35
1108,2016,False,Sub-degree,The Education University of Hong Kong,short programme,Female,1056
1109,2016,False,Sub-degree,The Education University of Hong Kong,short programme,Male,516
1110,2016,True,Taught postgraduate,The Education University of Hong Kong,1,Female,112
1111,2016,True,Taught postgraduate,The Education University of Hong Kong,1,Male,47
1112,2016,False,Taught postgraduate,The Education University of Hong Kong,1,Female,254
1113,2016,False,Taught postgraduate,The Education University of Hong Kong,1,Male,101
1114,2016,False,Taught postgraduate,The Education University of Hong Kong,2,Female,255
1115,2016,False,Taught postgraduate,The Education University of Hong Kong,2,Male,125
1116,2016,True,Undergraduate,The Education University of Hong Kong,1,Female,515
1117,2016,True,Undergraduate,The Education University of Hong Kong,1,Male,198
1118,2016,True,Undergraduate,The Education University of Hong Kong,2,Female,520
1119,2016,True,Undergraduate,The Education University of Hong Kong,2,Male,210
1120,2016,True,Undergraduate,The Education University of Hong Kong,3,Female,597
1121,2016,True,Undergraduate,The Education University of Hong Kong,3,Male,200
1122,2016,True,Undergraduate,The Education University of Hong Kong,4,Female,1052
1123,2016,True,Undergraduate,The Education University of Hong Kong,4,Male,333
1124,2016,False,Undergraduate,The Education University of Hong Kong,1,Female,471
1125,2016,False,Undergraduate,The Education University of Hong Kong,1,Male,39
1126,2016,False,Undergraduate,The Education University of Hong Kong,2,Female,509
1127,2016,False,Undergraduate,The Education University of Hong Kong,2,Male,38
1128,2016,False,Undergraduate,The Education University of Hong Kong,3,Female,433
1129,2016,False,Undergraduate,The Education University of Hong Kong,3,Male,39
1130,2016,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Female,293
1131,2016,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Male,420
1132,2016,True,Sub-degree,The Hong Kong Polytechnic University,1,Female,453
1133,2016,True,Sub-degree,The Hong Kong Polytechnic University,1,Male,754
1134,2016,True,Sub-degree,The Hong Kong Polytechnic University,2,Female,468
1135,2016,True,Sub-degree,The Hong Kong Polytechnic University,2,Male,538
1136,2016,True,Sub-degree,The Hong Kong Polytechnic University,3,Female,@
1137,2016,True,Sub-degree,The Hong Kong Polytechnic University,3,Male,@
1138,2016,False,Sub-degree,The Hong Kong Polytechnic University,3,Female,23
1139,2016,False,Sub-degree,The Hong Kong Polytechnic University,3,Male,10
1140,2016,False,Sub-degree,The Hong Kong Polytechnic University,4,Female,@
1141,2016,True,Taught postgraduate,The Hong Kong Polytechnic University,1,Female,12
1142,2016,True,Taught postgraduate,The Hong Kong Polytechnic University,1,Male,@
1143,2016,True,Undergraduate,The Hong Kong Polytechnic University,1,Female,1462
1144,2016,True,Undergraduate,The Hong Kong Polytechnic University,1,Male,1329
1145,2016,True,Undergraduate,The Hong Kong Polytechnic University,2,Female,1365
1146,2016,True,Undergraduate,The Hong Kong Polytechnic University,2,Male,1283
1147,2016,True,Undergraduate,The Hong Kong Polytechnic University,3,Female,2282
1148,2016,True,Undergraduate,The Hong Kong Polytechnic University,3,Male,2391
1149,2016,True,Undergraduate,The Hong Kong Polytechnic University,4,Female,2491
1150,2016,True,Undergraduate,The Hong Kong Polytechnic University,4,Male,1765
1151,2016,True,Undergraduate,The Hong Kong Polytechnic University,5,Female,@
1152,2016,True,Undergraduate,The Hong Kong Polytechnic University,5,Male,7
1153,2016,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Female,454
1154,2016,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Male,932
1155,2016,True,Undergraduate,The Hong Kong University of Science and Technology,1,Female,890
1156,2016,True,Undergraduate,The Hong Kong University of Science and Technology,1,Male,1420
1157,2016,True,Undergraduate,The Hong Kong University of Science and Technology,2,Female,868
1158,2016,True,Undergraduate,The Hong Kong University of Science and Technology,2,Male,1337
1159,2016,True,Undergraduate,The Hong Kong University of Science and Technology,3,Female,924
1160,2016,True,Undergraduate,The Hong Kong University of Science and Technology,3,Male,1576
1161,2016,True,Undergraduate,The Hong Kong University of Science and Technology,4,Female,776
1162,2016,True,Undergraduate,The Hong Kong University of Science and Technology,4,Male,1214
1163,2016,True,Research postgraduate,The University of Hong Kong,Postgrad,Female,1016
1164,2016,True,Research postgraduate,The University of Hong Kong,Postgrad,Male,1077
1165,2016,False,Research postgraduate,The University of Hong Kong,Postgrad,Female,@
1166,2016,False,Research postgraduate,The University of Hong Kong,Postgrad,Male,@
1167,2016,True,Taught postgraduate,The University of Hong Kong,1,Female,214
1168,2016,True,Taught postgraduate,The University of Hong Kong,1,Male,148
1169,2016,True,Taught postgraduate,The University of Hong Kong,2,Female,96
1170,2016,True,Taught postgraduate,The University of Hong Kong,2,Male,62
1171,2016,False,Taught postgraduate,The University of Hong Kong,1,Female,136
1172,2016,False,Taught postgraduate,The University of Hong Kong,1,Male,101
1173,2016,False,Taught postgraduate,The University of Hong Kong,2,Female,132
1174,2016,False,Taught postgraduate,The University of Hong Kong,2,Male,95
1175,2016,True,Undergraduate,The University of Hong Kong,1,Female,1903
1176,2016,True,Undergraduate,The University of Hong Kong,1,Male,1734
1177,2016,True,Undergraduate,The University of Hong Kong,2,Female,1887
1178,2016,True,Undergraduate,The University of Hong Kong,2,Male,1668
1179,2016,True,Undergraduate,The University of Hong Kong,3,Female,2165
1180,2016,True,Undergraduate,The University of Hong Kong,3,Male,2099
1181,2016,True,Undergraduate,The University of Hong Kong,4,Female,2331
1182,2016,True,Undergraduate,The University of Hong Kong,4,Male,1806
1183,2016,True,Undergraduate,The University of Hong Kong,5,Female,88
1184,2016,True,Undergraduate,The University of Hong Kong,5,Male,158
1185,2017,True,Research postgraduate,City University of Hong Kong,Postgrad,Female,340
1186,2017,True,Research postgraduate,City University of Hong Kong,Postgrad,Male,587
1187,2017,True,Sub-degree,City University of Hong Kong,1,Female,126
1188,2017,True,Sub-degree,City University of Hong Kong,1,Male,333
1189,2017,True,Sub-degree,City University of Hong Kong,2,Female,125
1190,2017,True,Sub-degree,City University of Hong Kong,2,Male,319
1191,2017,True,Taught postgraduate,City University of Hong Kong,1,Female,37
1192,2017,True,Taught postgraduate,City University of Hong Kong,1,Male,34
1193,2017,True,Undergraduate,City University of Hong Kong,1,Female,1111
1194,2017,True,Undergraduate,City University of Hong Kong,1,Male,1127
1195,2017,True,Undergraduate,City University of Hong Kong,2,Female,1219
1196,2017,True,Undergraduate,City University of Hong Kong,2,Male,1115
1197,2017,True,Undergraduate,City University of Hong Kong,3,Female,1980
1198,2017,True,Undergraduate,City University of Hong Kong,3,Male,1684
